increases^ADP-ribosylation	aroclor 1242	DPP4	0.7279474932937622	
increases^chemical synthesis	5-amino-2,4-dihydroxy-alpha-methylphenylethylamine	TIPARP	0.7173635363578796
increases^chemical synthesis	voglibose	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	Rocuronium	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	Sulfamethoxazole	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	trilinolein	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	Rilmenidine	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	2-Methoxyestradiol	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	sodium arsenate	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	R116010	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	furafylline	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	Edetic Acid	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	glucosamine 6-O-sulfate	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	bis(2-ethylhexyl) 2,3,4,5-tetrabromophthalate	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	Hexobarbital	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	2-anisidine	TMPRSS11A	0.7171329259872437
increases^chemical synthesis	ditekiren	TMPRSS11A	0.7171209454536438
increases^chemical synthesis	dracorhodin	TMPRSS11A	0.7171134948730469
increases^chemical synthesis	squaramide	TMPRSS11A	0.7171037793159485
increases^chemical synthesis	5,15-diphenylporphyrin	TMPRSS11A	0.7171037793159485
increases^chemical synthesis	Carbon Disulfide	TMPRSS11A	0.717079222202301
increases^chemical synthesis	cannabidiol dimethyl ether	TMPRSS11A	0.717079222202301
increases^chemical synthesis	5-amino-2,4-dihydroxy-alpha-methylphenylethylamine	TMPRSS11A	0.717079222202301
increases^chemical synthesis	polihexanide	CD9	0.7170584797859192
increases^chemical synthesis	7,7-diphenyl-2-(1-imino-2-(2-methoxyphenyl)ethyl)perhydroisoindol-4-one	CD9	0.7170584797859192
increases^chemical synthesis	allysine	CD9	0.7170584797859192
increases^chemical synthesis	Coke	CD9	0.7170584797859192
increases^chemical synthesis	1,2-dichloro-4-nitrobenzene	CD9	0.7170584797859192
increases^chemical synthesis	mesoporphyrin IX	CD9	0.7170584797859192
increases^chemical synthesis	Molybdenum	CD9	0.7170584797859192
increases^chemical synthesis	xaliproden	CD9	0.7170584797859192
increases^chemical synthesis	Rocuronium	CD9	0.7170584797859192
increases^chemical synthesis	Polyynes	CD9	0.7170584797859192
increases^chemical synthesis	1,5-bis(2,3-dimethoxyphenyl)penta-1,4-dien-3-one	CD9	0.7170584797859192
increases^chemical synthesis	Thallium	CD9	0.7170584797859192
increases^chemical synthesis	Cellfood	CD9	0.7170584797859192
increases^chemical synthesis	methyl ferulate	CD9	0.7170584797859192
increases^chemical synthesis	Benzamides	CD9	0.7170584797859192
increases^chemical synthesis	Alcohols	CD9	0.7170584797859192
increases^chemical synthesis	iprodione	CD9	0.7170584797859192
increases^chemical synthesis	Edetic Acid	CD9	0.7170584797859192
increases^chemical synthesis	Omeprazole	CD9	0.7170584797859192
increases^chemical synthesis	N-acetylleucyl-leucyl-norleucine	CD9	0.7170584797859192
increases^chemical synthesis	cis-bis(3-aminoflavone)dichloroplatinum(II)	CD9	0.7170584797859192
increases^chemical synthesis	acrivastine	CD9	0.7170584797859192
increases^chemical synthesis	Z 338	TMPRSS2	0.7169576287269592
increases^chemical synthesis	1,4-anthraquinone	TMPRSS2	0.7169576287269592
increases^chemical synthesis	trilinolein	TMPRSS2	0.7169576287269592
increases^chemical synthesis	kaempferol 7-O-glucoside	TMPRSS2	0.7169576287269592
increases^chemical synthesis	Industrial Waste	TMPRSS2	0.7169576287269592
increases^chemical synthesis	Benzamides	TMPRSS2	0.7169576287269592
increases^chemical synthesis	GGTI 298	TMPRSS2	0.7169576287269592
increases^chemical synthesis	ametryne	TMPRSS2	0.7169576287269592
increases^chemical synthesis	hydroxycamptothecinum	TMPRSS2	0.7169576287269592
increases^chemical synthesis	Methoxsalen	TMPRSS2	0.7169467210769653
increases^chemical synthesis	2-nitrosofluorene	TMPRSS2	0.7169467210769653
increases^chemical synthesis	squaramide	TMPRSS2	0.7169276475906372
increases^chemical synthesis	5,15-diphenylporphyrin	TMPRSS2	0.7169276475906372
increases^stability	ZD4054	CD9	0.7167400121688843
increases^stability	prothioconazole	TMPRSS2	0.7167332172393799
increases^stability	1,2-dilinolenoyl-3-(4-aminobutyryl)propane-1,2,3-triol	TMPRSS2	0.7167332172393799
increases^stability	SR 142801	CD9	0.7167267799377441
increases^stability	1,2-dilinolenoyl-3-(4-aminobutyryl)propane-1,2,3-triol	CD9	0.7167267799377441
increases^stability	ferric citrate	CD9	0.7167091965675354
increases^stability	SGA 360	CD9	0.7167091965675354
increases^stability	Phalloidine	CD9	0.7167091965675354
increases^stability	3-biphenyl-4-yl-4-(2-fluorophenyl)-5-isopropyl-4H-1,2,4-triazole	CD9	0.7167091965675354
increases^stability	Stilbenes	TMPRSS2	0.716705858707428
increases^stability	zotepine	TMPRSS2	0.716704249382019
increases^stability	Nebivolol	TMPRSS2	0.7167016267776489
increases^stability	metaldehyde	TMPRSS2	0.7167014479637146
increases^stability	Sealapex	CD9	0.7166991829872131
increases^stability	2,4-dichlorophenol	CD9	0.7166967391967773
increases^stability	1,5-dihydroxynaphthalene	CD9	0.7166967391967773
increases^stability	13beta-methyl 19-nor-steroid	CD9	0.7166967391967773
increases^stability	CB 403	CD9	0.7166967391967773
increases^stability	Porfiromycin	CD9	0.7166967391967773
increases^stability	Moxisylyte	TMPRSS2	0.7166918516159058
increases^stability	BMS 191095	TMPRSS2	0.7166918516159058
increases^stability	5-benzo(1,3)dioxol-5-yl-1-(2,5-dichloro-phenyl)-1H-pyrazole-3-carbaldehyde	TMPRSS2	0.7166918516159058
increases^stability	benzotriazole	TMPRSS2	0.7166918516159058
increases^stability	carboxyamido-triazole	TMPRSS2	0.7166918516159058
increases^stability	N-isopropyl-1,2-diphenylethylamine	TMPRSS2	0.7166918516159058
increases^stability	naringenin-6-C-glucoside	TMPRSS2	0.7166918516159058
increases^stability	Trabectedin	TMPRSS2	0.7166915535926819
increases^stability	Aziridines	TMPRSS2	0.7166915535926819
increases^stability	drotaverin	CD9	0.7166827321052551
increases^stability	estradiol-bovine serum albumin	CD9	0.7166827321052551
increases^stability	N-(2-hydroxy-3-(2-cyano-3-chlorophenoxy)propyl)-1,1-dimethyl-2-(2-nephthyl)ethylamine	CD9	0.7166813611984253
increases^stability	T 91825	TMPRSS2	0.7166751623153687
increases^stability	Dantrolene	TMPRSS2	0.7166751623153687
increases^stability	tri-xylenyl phosphate	TMPRSS2	0.7166751623153687
increases^stability	Verteporfin	CD9	0.7166654467582703
increases^stability	4-acetylaminofluorene	CD9	0.7166654467582703
increases^stability	tetradifon	TMPRSS2	0.716657817363739
increases^stability	N,O-didesmethylvenlafaxine	TMPRSS2	0.716657817363739
increases^stability	20,21-epoxyresibufogenin-3-formate	TMPRSS2	0.716657817363739
increases^stability	Stilbenes	TIPARP	0.7166198492050171
increases^stability	zotepine	TIPARP	0.7166182994842529
increases^stability	Trabectedin	TIPARP	0.7166054844856262
increases^stability	Sulfhydryl Compounds	TIPARP	0.7166054844856262
increases^stability	isomalathion	TMPRSS2	0.7165894508361816
increases^stability	glucuronolactone	TMPRSS2	0.7165894508361816
increases^stability	BC 264	TIPARP	0.7165876626968384
increases^stability	3-hydroxybenzyl alcohol	TIPARP	0.7165876626968384
increases^stability	EGTA acetoxymethyl ester	TIPARP	0.7165834903717041
increases^stability	3,5-dicarbethoxy-2,6-dimethyl-4-ethyl-1,4-dihydropyridine	TIPARP	0.7165834903717041
increases^stability	propaphos	TIPARP	0.7165834903717041
increases^stability	cholesteryl arachidonate	TIPARP	0.7165834903717041
increases^stability	VPC32183	TIPARP	0.7165834903717041
increases^stability	1,1,2,2-tetrabromoethane	TIPARP	0.7165609002113342
increases^stability	Cosyntropin	TIPARP	0.7165609002113342
increases^stability	4-chloro-2-(imidazolin-2-yl)isoindoline	TIPARP	0.7165609002113342
increases^stability	Thenoyltrifluoroacetone	TIPARP	0.7165564298629761
increases^stability	7-O-galloyltaxifolin	TIPARP	0.7165434956550598
increases^stability	parbendazole	TIPARP	0.7165358066558838
increases^stability	dihydroequilin	TIPARP	0.7165358066558838
increases^stability	metribuzin	TIPARP	0.7165358066558838
increases^stability	glucuronolactone	TIPARP	0.7165029644966125
increases^stability	Bibenzyls	TMPRSS4	0.7164995074272156
increases^stability	drotaverin	TMPRSS4	0.7164995074272156
increases^stability	Monensin	TMPRSS4	0.7164677381515503
increases^stability	4-nonylphenol	TMPRSS4	0.7164669036865234
increases^stability	glycylsarcosine	TMPRSS4	0.7164669036865234
increases^stability	Valerates	TMPRSS4	0.7164669036865234
increases^stability	1,2,3,6,7,8-hexachlorodibenzodioxin	TMPRSS4	0.7164669036865234
increases^stability	imoxin	TMPRSS4	0.7164669036865234
increases^stability	beryllium sulfate	TMPRSS4	0.7164669036865234
increases^stability	tiracizine	TMPRSS4	0.716457724571228
increases^stability	2-amino-1-phenylethanol	TMPRSS4	0.716457724571228
increases^stability	N-methylhistamine	TMPRSS4	0.716457724571228
increases^stability	1,1,2,2-tetrabromoethane	TMPRSS4	0.716457724571228
increases^stability	Cosyntropin	TMPRSS4	0.716457724571228
increases^stability	4-chloro-2-(imidazolin-2-yl)isoindoline	TMPRSS4	0.716457724571228
increases^stability	Pregnanolone	TMPRSS4	0.7164524793624878
increases^stability	Rutin	TMPRSS4	0.7164233326911926
increases^stability	Meldola blue	TMPRSS4	0.7164233326911926
increases^stability	Heptachlor Epoxide	TMPRSS11A	0.7164220213890076
increases^stability	3-biphenyl-4-yl-4-(2-fluorophenyl)-5-isopropyl-4H-1,2,4-triazole	TMPRSS11A	0.7164220213890076
increases^stability	zotepine	TMPRSS11A	0.7164108753204346
increases^stability	ICI 164384	TMPRSS11A	0.7163839340209961
increases^stability	Trichlorfon	TMPRSS11A	0.7163839340209961
increases^stability	BC 264	TMPRSS11A	0.7163801193237305
increases^stability	3-hydroxybenzyl alcohol	TMPRSS11A	0.7163801193237305
increases^stability	Thenoyltrifluoroacetone	TMPRSS11A	0.7163486480712891
increases^stability	qingre zaoshi liangxue fang	TMPRSS11A	0.7163459062576294
increases^stability	NuvaRing	TMPRSS11A	0.7163459062576294
increases^stability	kangshuai yizhi	TMPRSS11A	0.7163459062576294
increases^stability	Stilbenes	DPP4	0.7163270711898804
increases^stability	okanin	DPP4	0.716322660446167
increases^stability	dibromoacetic acid	DPP4	0.7162922024726868
increases^stability	Verteporfin	DPP4	0.7162922024726868
increases^stability	maphosphamide	DPP4	0.7162922024726868
increases^stability	4-acetylaminofluorene	DPP4	0.7162922024726868
increases^stability	N-(1-(2,3-dimethoxyphenyl)-4-methyl-3-penten-1-yl)-1-(5-bromofurfuryl)-1-piperidyl-4-amine	DPP4	0.7162782549858093
increases^stability	20,21-epoxyresibufogenin-3-formate	DPP4	0.7162782549858093
increases^stability	Thenoyltrifluoroacetone	DPP4	0.716262936592102
increases^stability	Lincomycin	DPP4	0.716262698173523
increases^stability	irisflorentin	DPP4	0.716262698173523
increases^stability	Butoxamine	DPP4	0.716262698173523
increases^stability	Chlorobutanol	DPP4	0.716262698173523
increases^stability	Angiotensin II Type 1 Receptor Blockers	DPP4	0.716262698173523
increases^stability	phenylbenzoquinone	DPP4	0.716262698173523
increases^stability	afuresertib	DPP4	0.716262698173523
increases^stability	2,3-Diphosphoglycerate	DPP4	0.7162600755691528
increases^stability	NuvaRing	DPP4	0.7162600755691528
increases^stability	kangshuai yizhi	DPP4	0.7162600755691528
increases^stability	Pyrantel Pamoate	DPP4	0.7162600755691528
increases^stability	7-O-galloyltaxifolin	DPP4	0.716249942779541
increases^stability	Maharishi Amrit Kalash	DPP4	0.7162438631057739
increases^stability	parbendazole	DPP4	0.7162421345710754
increases^stability	metribuzin	DPP4	0.7162421345710754
increases^stability	Rutin	DPP4	0.7162328362464905
increases^stability	Meldola blue	DPP4	0.7162328362464905
increases^stability	isomalathion	DPP4	0.7162089347839355
increases^reaction	aromadendrin 3-O-beta-D-glucopyranoside	TIPARP	0.7154383659362793
increases^reaction	4-trifluoromethylumbelliferyl iduronide	TIPARP	0.7153769135475159
increases^reaction	hexahydrosiladifenidol	TIPARP	0.7153769135475159
increases^reaction	5,6-dimethoxy-3-methyl-N-phenyl-N-(3-(piperidin-1-yl)propyl)benzofuran-2-carboxamide	TIPARP	0.7153728008270264
increases^reaction	6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide	TIPARP	0.7153147459030151
increases^reaction	aromadendrin 3-O-beta-D-glucopyranoside	DPP4	0.7153078317642212
increases^reaction	2-sulfoxymethylfuran	TMPRSS4	0.7153002619743347
increases^reaction	Phosphorylcholine	TIPARP	0.7152971029281616
increases^reaction	2,4,6-triphenyl-1,3-dioxane	TIPARP	0.7152971029281616
increases^reaction	lead titanate zirconate	TIPARP	0.7152971029281616
increases^reaction	denatonium	TIPARP	0.7152971029281616
increases^reaction	Pipecuronium	TIPARP	0.7152971029281616
increases^reaction	methyl pyruvate	TIPARP	0.7152971029281616
increases^reaction	octamethylcyclotetrasiloxane	TIPARP	0.7152971029281616
increases^reaction	Bortezomib	TIPARP	0.7152971029281616
increases^reaction	tetrabromobisphenol A-bisallylether	TIPARP	0.7152971029281616
increases^reaction	Homocysteine	TIPARP	0.7152971029281616
increases^reaction	4-nitrobenzyl bromide	TIPARP	0.7152971029281616
increases^reaction	CX 659S	TMPRSS4	0.7152959108352661
increases^reaction	dipropyl sulfide	TMPRSS4	0.7152950167655945
increases^reaction	oxodiperoxo(pyridine-2-carboxylate)vanadate(V)	TMPRSS4	0.7152884006500244
increases^reaction	Nitroprusside	TIPARP	0.7152695059776306
increases^export	vofopitant	DPP4	0.7152501940727234
increases^export	2-nitropropane	DPP4	0.7152500748634338
increases^export	bleomycetin	DPP4	0.7152500748634338
increases^export	squamosamide	DPP4	0.7152445912361145
increases^reaction	succinylmonocholine	TIPARP	0.7152436375617981
increases^reaction	fenfluthrin	TIPARP	0.7152436375617981
increases^reaction	5,6-dimethoxy-3-methyl-N-phenyl-N-(3-(piperidin-1-yl)propyl)benzofuran-2-carboxamide	DPP4	0.7152418494224548
increases^reaction	Ethylmercuric Chloride	DPP4	0.7152417302131653
increases^reaction	2,7-fluorenediamine	DPP4	0.7152417302131653
increases^export	naphtholphthalein	DPP4	0.7152400016784668
increases^export	ipriflavone	DPP4	0.7152400016784668
increases^export	Fungicides, Industrial	DPP4	0.7152400016784668
increases^export	2,3-dihydroxynaphthalene	DPP4	0.7152400016784668
increases^export	Deoxyglucose	DPP4	0.7152400016784668
increases^export	2-(4-chlorophenoxy)-N-(4-(2-(4-chlorophenoxy)acetamido)cyclohexyl)acetamide	DPP4	0.7152400016784668
increases^export	3-hydroxy-3-methylglutaryl-coenzyme A	DPP4	0.7152397036552429
increases^export	5-hydroxymethylomeprazole	DPP4	0.7152397036552429
increases^export	4-methoxycinnamate methyl ester	DPP4	0.7152397036552429
increases^export	Sulfamethazine	DPP4	0.7152397036552429
increases^export	pectenotoxin 2	DPP4	0.7152360081672668
increases^reaction	spirodiclofen	DPP4	0.7152355313301086
increases^reaction	thioflavin T	TMPRSS4	0.7152347564697266
increases^reaction	Cefotetan	TMPRSS4	0.7152347564697266
increases^reaction	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	TMPRSS4	0.7152347564697266
increases^reaction	Vitamin D	TMPRSS4	0.7152347564697266
increases^export	Lignans	DPP4	0.7152334451675415
increases^export	Estradiol	DPP4	0.7152307629585266
increases^export	7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine	DPP4	0.7152290344238281
increases^export	betulinic acid	DPP4	0.7152290344238281
increases^reaction	dopexamine	DPP4	0.7152252197265625
increases^reaction	9-nitroanthracene	DPP4	0.7152252197265625
increases^reaction	6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide	TMPRSS4	0.7152250409126282
increases^reaction	10-(2-pyrazolylethoxy)camptothecin	TMPRSS4	0.7152143716812134
increases^reaction	1-(2-trifluoromethoxyphenyl)-2-nitroethanone	TMPRSS4	0.7152143716812134
increases^reaction	Alanine	TIPARP	0.7152017951011658
increases^export	ursolic acid	DPP4	0.7151996493339539
increases^reaction	phenothiazine	TMPRSS4	0.7151932716369629
increases^reaction	beta-Naphthoflavone	TMPRSS4	0.7151932716369629
increases^reaction	wogonoside	TMPRSS4	0.7151932716369629
increases^reaction	emeriamine	DPP4	0.7151885628700256
increases^reaction	N-(carboxyheptyl)maleimide	TMPRSS4	0.7151885032653809
increases^reaction	lacidipine	TMPRSS4	0.7151885032653809
increases^reaction	adrenocorticotropin zinc	TMPRSS4	0.7151885032653809
increases^reaction	Nicotine	DPP4	0.7151793837547302
increases^reaction	2,3-bis(palmitoyloxy)-2-propyl-N-palmitoyl-cysteinyl-seryl-seryl-asparaginyl-alanine	DPP4	0.7151625752449036
increases^reaction	1-phenyl-2-hexadecanoylamino-3-pyrrolidino-1-propanol	DPP4	0.7151625752449036
increases^reaction	Food Additives	DPP4	0.7151625752449036
increases^reaction	Urethane	DPP4	0.7151625752449036
increases^reaction	TEMPOL-H	DPP4	0.7151625752449036
increases^reaction	methionine selenoxide	DPP4	0.7151625752449036
increases^reaction	Sarin	DPP4	0.7151625752449036
increases^reaction	tetrandrine	DPP4	0.7151625752449036
increases^reaction	ammodytoxin A	DPP4	0.7151625752449036
increases^reaction	2-aminoanthraquinone	DPP4	0.7151625752449036
increases^reaction	LHRH, Leu(6)-des-Et-GlyNH2(10)-	DPP4	0.7151625752449036
increases^reaction	naphthacene	DPP4	0.7151625752449036
increases^export	Cannabidiol	TIPARP	0.7151594758033752
increases^export	allyl sulfide	TIPARP	0.7151594758033752
increases^reaction	Antibiotics, Antineoplastic	TMPRSS4	0.7151586413383484
increases^export	2-methoxycinnamaldehyde	TIPARP	0.7151488065719604
increases^export	A 443654	TIPARP	0.7151488065719604
increases^reaction	N-(carboxyheptyl)maleimide	DPP4	0.7151475548744202
increases^reaction	adrenocorticotropin zinc	DPP4	0.7151475548744202
increases^export	2-ethylhexyl acrylate	TIPARP	0.7151466012001038
increases^export	AQ28A compound	TIPARP	0.7151466012001038
increases^export	repaglinide	TIPARP	0.7151466012001038
increases^export	amentoflavone	TIPARP	0.7151466012001038
increases^export	2-acetylbenzothiophene-S-oxide	TIPARP	0.7151466012001038
increases^export	vofopitant	TIPARP	0.715146005153656
increases^export	isoflavanone	TIPARP	0.7151443958282471
increases^export	lanatoside C	TIPARP	0.7151426672935486
increases^export	indoxyl acetate	TIPARP	0.7151426672935486
increases^export	Vemurafenib	TIPARP	0.7151426672935486
increases^reaction	N-((2,2-dimethyl-2,3-dihydrobenzofuran-7-yloxy)ethyl)-3-(cyclopent-1-enyl)benzylamine	DPP4	0.7151381969451904
increases^reaction	benzyloxycarbonylleucyl-leucyl-leucine aldehyde	DPP4	0.7151381969451904
increases^export	5,15-diphenylporphine	TIPARP	0.7151380777359009
increases^export	Sodium Acetate	TIPARP	0.7151380777359009
increases^export	lupane	TIPARP	0.715137779712677
increases^reaction	aromadendrin 3-O-beta-D-glucopyranoside	TMPRSS11A	0.7151351571083069
increases^export	pectenotoxin 2	TIPARP	0.7151315808296204
increases^reaction	Benzoflavones	TMPRSS11A	0.7151173949241638
increases^reaction	difluoroacetic acid	TMPRSS11A	0.7151156067848206
increases^reaction	acephate	TMPRSS4	0.7151055335998535
increases^export	lithospermic acid	TMPRSS4	0.7151012420654297
increases^export	polaprezinc	TMPRSS4	0.7150987982749939
increases^export	3,N-dimethyl-N-(1-methyl-3-(4-methylpiperidin-1-yl)propyl)benzenesulfonamide	TMPRSS4	0.7150987982749939
increases^export	Z 335	TMPRSS4	0.7150987982749939
increases^reaction	dabequin	TIPARP	0.7150986194610596
increases^export	1,2,3,4,6,7-hexachlorinated naphthalene	TMPRSS4	0.715096652507782
increases^export	indoxyl acetate	TMPRSS4	0.715096652507782
increases^export	ursolic acid	TIPARP	0.7150948643684387
increases^export	squamosamide	TMPRSS4	0.7150947451591492
increases^export	lupane	TMPRSS4	0.7150918245315552
increases^export	6F peptide	TMPRSS4	0.7150889039039612
increases^export	SB 206553	TMPRSS4	0.7150889039039612
increases^export	Sesame Oil	TMPRSS4	0.7150889039039612
increases^export	mipafox	TMPRSS4	0.7150889039039612
increases^export	2,5-dimethoxy-4-bromoamphetamine	TMPRSS4	0.7150889039039612
increases^export	Scutellaria barbata extract	TMPRSS4	0.7150883078575134
increases^export	octylmethoxycinnamate	TMPRSS4	0.7150883078575134
increases^export	4-(3-(1-adamantyl)-4-hydroxyphenyl)-3-chlorocinnamic acid	TMPRSS4	0.715086817741394
increases^export	arsenic trisulfide	TMPRSS4	0.715086817741394
increases^export	mafosfamide	TMPRSS4	0.7150834202766418
increases^export	Methoxamine	TMPRSS4	0.7150806784629822
increases^export	Estradiol	TMPRSS4	0.7150806784629822
increases^export	Antigens, Polyomavirus Transforming	TMPRSS4	0.7150774598121643
increases^export	2-vanillin	TMPRSS4	0.7150774598121643
increases^reaction	acephate	DPP4	0.715064525604248
increases^reaction	dopexamine	TMPRSS11A	0.7150530815124512
increases^export	ursolic acid	TMPRSS4	0.7150490880012512
increases^reaction	PD 156252	DPP4	0.7150274515151978
increases^reaction	3-adenin-9-yl-2-hydroxypropanoic acid isobutyl ester	TMPRSS11A	0.7150272727012634
increases^reaction	sodium tungstate(VI)	TMPRSS11A	0.7150272727012634
increases^reaction	monophosphoryl lipid A	TMPRSS11A	0.7150272727012634
increases^reaction	YM 155	TMPRSS11A	0.7150272727012634
increases^export	dioctanoyl-phosphatidylinositol 4,5-bisphosphate	CD9	0.7150241732597351
increases^reaction	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	TMPRSS11A	0.7150216102600098
increases^reaction	2-Naphthylamine	TMPRSS11A	0.7150216102600098
increases^export	Phorbol 12,13-Dibutyrate	CD9	0.7150166034698486
increases^export	Cannabidiol	CD9	0.7150166034698486
increases^export	Dalteparin	CD9	0.7150166034698486
increases^export	allyl sulfide	CD9	0.7150166034698486
increases^reaction	quinone methide	TMPRSS11A	0.71501225233078
increases^reaction	alpha-Linolenic Acid	TMPRSS11A	0.71501225233078
increases^reaction	dabequin	TMPRSS4	0.7150084376335144
increases^export	Hexetidine	CD9	0.7150082588195801
increases^export	N-n-propylnorapomorphine	CD9	0.7150053977966309
increases^export	Mannans	CD9	0.7150053977966309
increases^export	anethole	CD9	0.7150053977966309
increases^export	sym-trinitrobenzene	CD9	0.7150053977966309
increases^export	N-substituted Glycines	CD9	0.7150053977966309
increases^export	triisopropyl phosphate	CD9	0.7150053977966309
increases^export	acrinathrin	CD9	0.7150053977966309
increases^export	ibuprofen acyl glucuronide	CD9	0.7150044441223145
increases^export	Disulfoton	CD9	0.7149973511695862
increases^export	dexpanthenol	CD9	0.7149973511695862
increases^export	squamosamide	CD9	0.7149972915649414
increases^export	4-(3-(1-adamantyl)-4-hydroxyphenyl)-3-chlorocinnamic acid	CD9	0.7149898409843445
increases^export	dibenzo(a,l)pyrene	CD9	0.7149898409843445
increases^reaction	Klebsiella O3 lipopolysaccharide	TMPRSS11A	0.7149721384048462
increases^reaction	16-O-demethylaconitine	TMPRSS11A	0.7149721384048462
increases^reaction	aromadendrin 3-O-beta-D-glucopyranoside	CD9	0.7149642109870911
increases^reaction	7,12-dimethylbenz(a)anthracene-3,4-dihydrodiol	CD9	0.7149444222450256
increases^reaction	2-sulfoxymethylfuran	CD9	0.7149168848991394
increases^reaction	Reboxetine	CD9	0.7149050235748291
increases^reaction	3-(3-dimethylaminopropylamino)-8-oxo-8H-acenaphtho(1,2-b)pyrrole-9-carbonitrile	CD9	0.7149050235748291
increases^reaction	N-(3-oxo-3-(4-(pyridin-4-yl)piperazin-1-yl)propyl)benzo(c)(1,2,5)thiadiazole-4-sulfonamide	CD9	0.7149050235748291
increases^reaction	oxodiperoxo(pyridine-2-carboxylate)vanadate(V)	CD9	0.7149038314819336
increases^reaction	1-(4-(octahydropyrido(1,2-a)pyrazin-2-yl)phenyl)-2-phenyl-1,2,3,4-tetrahydroisoquinolin-6-ol	CD9	0.7149022221565247
increases^reaction	4-trifluoromethylumbelliferyl iduronide	CD9	0.7149022221565247
increases^reaction	cordycepin	CD9	0.7149022221565247
increases^export	Disulfoton	TMPRSS11A	0.7148979306221008
increases^reaction	androstan-3-ol	CD9	0.714897632598877
increases^reaction	2,7-fluorenediamine	CD9	0.714897632598877
increases^export	5,15-diphenylporphine	TMPRSS11A	0.7148960828781128
increases^reaction	spirodiclofen	CD9	0.714891254901886
increases^export	4-(3-(1-adamantyl)-4-hydroxyphenyl)-3-chlorocinnamic acid	TMPRSS11A	0.7148904800415039
increases^export	pectenotoxin 2	TMPRSS11A	0.7148895859718323
increases^export	3-aminopropylphosphinic acid	TMPRSS11A	0.7148890495300293
increases^export	aflatoxin-albumin adduct	TMPRSS11A	0.7148890495300293
increases^export	butane-2,3-dione thiosemicarbazone oxime	TMPRSS11A	0.7148890495300293
increases^export	Coformycin	TMPRSS11A	0.7148890495300293
increases^export	atipamezole	TMPRSS11A	0.7148875594139099
increases^export	Terbutaline	TMPRSS11A	0.7148875594139099
increases^export	7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine	TMPRSS11A	0.7148823142051697
increases^export	formylchromone	TMPRSS11A	0.7148823142051697
increases^export	betulinic acid	TMPRSS11A	0.7148823142051697
increases^reaction	dopexamine	CD9	0.7148813605308533
increases^export	hydroxybupropion	TMPRSS11A	0.7148765325546265
increases^reaction	1,2-bis(methylsulfonyl)-1-(2-chloroethyl)hydrazine	CD9	0.7148677706718445
increases^reaction	4-iodo-N-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butyl)cinnamoylamide	CD9	0.7148677706718445
increases^reaction	PD 156252	TMPRSS11A	0.7148544192314148
increases^export	dioctanoyl-phosphatidylinositol 4,5-bisphosphate	TMPRSS2	0.7148249745368958
increases^export	corticosterone-21-hemisuccinate	TMPRSS2	0.7148089408874512
increases^export	Hexetidine	TMPRSS2	0.7148089408874512
increases^export	2-methoxycinnamaldehyde	TMPRSS2	0.714806854724884
increases^export	A 443654	TMPRSS2	0.714806854724884
increases^export	dimethoxy-4-indophenyl-2-aminopropane	TMPRSS2	0.714806854724884
increases^export	1-(saligenin cyclic phospho)-9-biotinyldiaminononane	TMPRSS2	0.714806854724884
increases^export	ibuprofen acyl glucuronide	TMPRSS2	0.7148051261901855
increases^export	vofopitant	TMPRSS2	0.7148039937019348
increases^export	neuropeptide Y, Leu(31)-Pro(34)-	TMPRSS2	0.7147976756095886
increases^export	2,2-di(4-methacryloxyphenyl)propane	TMPRSS2	0.7147976756095886
increases^export	benzonidazole	TMPRSS2	0.7147976756095886
increases^export	Zolpidem	TMPRSS2	0.7147976756095886
increases^export	Sterigmatocystin	TMPRSS2	0.7147976756095886
increases^export	5-amino-1-naphthol	TMPRSS2	0.7147932052612305
increases^export	5-hydroxymethylomeprazole	TMPRSS2	0.7147932052612305
increases^export	4-methoxycinnamate methyl ester	TMPRSS2	0.7147932052612305
increases^export	Scutellaria barbata extract	TMPRSS2	0.714792013168335
increases^export	octylmethoxycinnamate	TMPRSS2	0.714792013168335
increases^export	Prostaglandins F	TMPRSS2	0.714792013168335
increases^export	FK 409	TMPRSS2	0.7147873044013977
increases^export	Terbutaline	TMPRSS2	0.7147873044013977
increases^reaction	1,2-bis(methylsulfonyl)-1-(2-chloroethyl)hydrazine	TMPRSS2	0.7147797346115112
